HeatNumber,NumberOfKarts,KartNumber,DriverName,Laptime
334,11,5,Monique,00:53.862
334,11,5,Monique,00:59.070
334,11,5,Monique,00:47.832
334,11,5,Monique,00:47.213
334,11,5,Monique,00:51.975
334,11,5,Monique,00:46.423
334,11,5,Monique,00:49.539
334,11,5,Monique,00:49.935
334,11,5,Monique,00:45.267
334,11,12,Robert-Jan,00:55.606
334,11,12,Robert-Jan,00:52.249
334,11,12,Robert-Jan,00:50.965
334,11,12,Robert-Jan,00:53.878
334,11,12,Robert-Jan,00:48.802
334,11,12,Robert-Jan,00:48.766
334,11,12,Robert-Jan,00:46.003
334,11,12,Robert-Jan,00:46.257
334,11,12,Robert-Jan,00:47.334
334,11,20,Katja,00:56.222
334,11,20,Katja,01:01.005
334,11,20,Katja,00:50.296
334,11,20,Katja,00:48.004
334,11,20,Katja,00:51.203
334,11,20,Katja,00:47.672
334,11,20,Katja,00:50.243
334,11,20,Katja,00:50.453
334,11,20,Katja,01:06.192
334,11,13,Bensu,00:56.332
334,11,13,Bensu,00:54.550
334,11,13,Bensu,00:52.023
334,11,13,Bensu,00:52.518
334,11,13,Bensu,00:50.738
334,11,13,Bensu,00:50.359
334,11,13,Bensu,00:49.307
334,11,13,Bensu,00:49.595
334,11,13,Bensu,00:50.504
334,11,17,Marit,00:56.740
334,11,17,Marit,00:52.534
334,11,17,Marit,00:48.331
334,11,17,Marit,00:56.204
334,11,17,Marit,00:49.066
334,11,17,Marit,00:49.210
334,11,17,Marit,00:45.655
334,11,17,Marit,00:46.261
334,11,17,Marit,00:46.837
334,11,11,Niels,00:58.518
334,11,11,Niels,01:01.562
334,11,11,Niels,00:51.238
334,11,11,Niels,00:48.808
334,11,11,Niels,00:50.677
334,11,11,Niels,00:47.915
334,11,11,Niels,00:47.434
334,11,11,Niels,00:49.141
334,11,11,Niels,00:50.514
334,11,4,Lars,00:58.937
334,11,4,Lars,01:02.495
334,11,4,Lars,00:55.425
334,11,4,Lars,01:11.188
334,11,4,Lars,00:49.973
334,11,4,Lars,01:02.445
334,11,4,Lars,00:52.215
334,11,4,Lars,00:53.015
334,11,2,Jessie,01:04.189
334,11,2,Jessie,00:53.924
334,11,2,Jessie,00:52.072
334,11,2,Jessie,00:52.369
334,11,2,Jessie,00:50.004
334,11,2,Jessie,00:50.186
334,11,2,Jessie,00:49.242
334,11,2,Jessie,00:46.496
334,11,2,Jessie,00:51.232
334,11,1,Lisa,01:12.101
334,11,1,Lisa,01:03.348
334,11,1,Lisa,00:59.850
334,11,1,Lisa,00:55.723
334,11,1,Lisa,00:52.726
334,11,1,Lisa,00:53.297
334,11,1,Lisa,00:54.147
334,11,1,Lisa,00:55.685
334,11,16,Desiree,01:29.932
334,11,16,Desiree,01:18.502
334,11,16,Desiree,01:13.070
334,11,16,Desiree,01:17.735
334,11,16,Desiree,01:13.225
334,11,16,Desiree,01:10.304
334,11,16,Desiree,01:13.357
334,11,10,Ankie,01:50.288
335,12,19,Ferry,01:34.633
335,12,19,Ferry,01:17.093
335,12,19,Ferry,00:43.825
335,12,19,Ferry,00:51.894
335,12,19,Ferry,00:44.261
335,12,19,Ferry,00:48.493
335,12,19,Ferry,00:49.985
335,12,19,Ferry,00:43.942
335,12,19,Ferry,00:43.052
335,12,19,Ferry,00:44.149
335,12,18,Radbout,01:33.479
335,12,18,Radbout,00:46.045
335,12,18,Radbout,00:46.154
335,12,18,Radbout,00:43.403
335,12,18,Radbout,00:43.589
335,12,18,Radbout,00:42.704
335,12,18,Radbout,00:50.533
335,12,18,Radbout,00:52.103
335,12,18,Radbout,00:42.740
335,12,18,Radbout,00:43.984
335,12,18,Radbout,00:43.842
335,12,6,Martijn,01:25.019
335,12,6,Martijn,00:46.060
335,12,6,Martijn,00:46.456
335,12,6,Martijn,00:43.628
335,12,6,Martijn,00:43.045
335,12,6,Martijn,00:42.643
335,12,6,Martijn,00:50.562
335,12,6,Martijn,00:49.762
335,12,6,Martijn,00:42.193
335,12,6,Martijn,00:43.940
335,12,6,Martijn,00:41.832
335,12,10,Teddy,01:24.047
335,12,10,Teddy,00:48.828
335,12,10,Teddy,00:49.460
335,12,10,Teddy,00:44.209
335,12,10,Teddy,00:48.523
335,12,10,Teddy,01:06.212
335,12,10,Teddy,00:51.227
335,12,10,Teddy,00:44.331
335,12,10,Teddy,00:44.451
335,12,10,Teddy,00:45.778
335,12,5,Marc,01:16.797
335,12,5,Marc,00:46.552
335,12,5,Marc,00:44.510
335,12,5,Marc,00:41.950
335,12,5,Marc,00:41.921
335,12,5,Marc,00:41.862
335,12,5,Marc,00:52.396
335,12,5,Marc,00:45.606
335,12,5,Marc,00:41.743
335,12,5,Marc,00:41.888
335,12,5,Marc,00:41.761
335,12,4,Roel,01:28.695
335,12,4,Roel,00:48.137
335,12,4,Roel,00:48.176
335,12,4,Roel,00:45.897
335,12,4,Roel,00:45.175
335,12,4,Roel,00:52.413
335,12,4,Roel,00:49.846
335,12,4,Roel,00:44.280
335,12,4,Roel,00:44.720
335,12,4,Roel,00:44.425
335,12,4,Roel,00:45.179
335,12,11,Sander,01:20.065
335,12,11,Sander,00:47.032
335,12,11,Sander,00:47.534
335,12,11,Sander,00:44.700
335,12,11,Sander,00:45.969
335,12,11,Sander,00:45.127
335,12,11,Sander,00:48.498
335,12,11,Sander,00:45.703
335,12,11,Sander,00:44.335
335,12,11,Sander,00:43.994
335,12,11,Sander,00:43.935
335,12,1,Ivanka,01:15.202
335,12,1,Ivanka,01:05.315
335,12,1,Ivanka,00:46.096
335,12,1,Ivanka,00:46.499
335,12,1,Ivanka,00:45.886
335,12,1,Ivanka,00:50.644
335,12,1,Ivanka,00:51.562
335,12,1,Ivanka,00:46.558
335,12,1,Ivanka,00:45.934
335,12,1,Ivanka,00:50.652
335,12,2,Taylan,01:12.091
335,12,2,Taylan,00:47.975
335,12,2,Taylan,00:46.862
335,12,2,Taylan,00:44.017
335,12,2,Taylan,00:45.880
335,12,2,Taylan,00:43.756
335,12,2,Taylan,01:41.720
335,12,2,Taylan,00:46.156
335,12,2,Taylan,00:43.869
335,12,2,Taylan,00:45.657
335,12,13,Aarie,01:09.374
335,12,13,Aarie,00:48.469
335,12,13,Aarie,00:47.141
335,12,13,Aarie,00:46.511
335,12,13,Aarie,00:46.555
335,12,13,Aarie,00:48.439
335,12,13,Aarie,00:51.753
335,12,13,Aarie,00:45.824
335,12,13,Aarie,00:45.617
335,12,13,Aarie,00:44.683
335,12,13,Aarie,00:46.617
335,12,20,Kylian,01:08.980
335,12,20,Kylian,00:56.131
335,12,20,Kylian,00:50.191
335,12,20,Kylian,00:53.437
335,12,20,Kylian,00:50.018
335,12,20,Kylian,00:56.276
335,12,20,Kylian,00:52.606
335,12,20,Kylian,00:47.569
335,12,20,Kylian,00:48.156
335,12,20,Kylian,00:48.385
335,12,12,Ellen,01:06.591
335,12,12,Ellen,00:48.193
335,12,12,Ellen,00:45.570
335,12,12,Ellen,00:44.259
335,12,12,Ellen,00:45.106
335,12,12,Ellen,01:02.255
335,12,12,Ellen,00:49.778
335,12,12,Ellen,00:44.020
335,12,12,Ellen,00:43.626
335,12,12,Ellen,00:43.786
335,12,12,Ellen,00:43.999
336,11,6,Arjan,01:17.728
336,11,6,Arjan,00:43.162
336,11,6,Arjan,00:40.706
336,11,6,Arjan,00:39.795
336,11,6,Arjan,00:39.520
336,11,6,Arjan,00:39.550
336,11,6,Arjan,00:40.321
336,11,6,Arjan,00:41.806
336,11,6,Arjan,00:41.307
336,11,6,Arjan,00:41.559
336,11,6,Arjan,00:40.845
336,11,6,Arjan,00:39.851
336,11,6,Arjan,00:39.661
336,11,18,Bain,01:16.959
336,11,18,Bain,00:44.772
336,11,18,Bain,00:41.211
336,11,18,Bain,00:39.812
336,11,18,Bain,00:39.548
336,11,18,Bain,00:39.789
336,11,18,Bain,00:39.235
336,11,18,Bain,00:40.412
336,11,18,Bain,00:40.328
336,11,18,Bain,00:41.387
336,11,18,Bain,00:39.244
336,11,18,Bain,00:39.477
336,11,18,Bain,00:39.550
336,11,10,Mike,01:19.768
336,11,10,Mike,00:41.931
336,11,10,Mike,00:42.734
336,11,10,Mike,00:43.803
336,11,10,Mike,00:42.292
336,11,10,Mike,00:42.020
336,11,10,Mike,00:41.472
336,11,10,Mike,00:41.470
336,11,10,Mike,00:42.400
336,11,10,Mike,00:42.405
336,11,10,Mike,00:42.085
336,11,10,Mike,00:41.146
336,11,10,Mike,00:41.739
336,11,1,David,01:11.331
336,11,1,David,00:43.704
336,11,1,David,00:42.963
336,11,1,David,00:42.802
336,11,1,David,02:48.219
336,11,1,David,00:42.291
336,11,1,David,00:42.178
336,11,1,David,00:42.104
336,11,1,David,00:42.147
336,11,1,David,00:42.085
336,11,13,Michel,01:08.789
336,11,13,Michel,00:44.598
336,11,13,Michel,00:42.517
336,11,13,Michel,00:42.576
336,11,13,Michel,00:42.064
336,11,13,Michel,00:42.336
336,11,13,Michel,00:42.068
336,11,13,Michel,00:42.478
336,11,13,Michel,00:42.787
336,11,13,Michel,00:43.739
336,11,13,Michel,00:42.533
336,11,13,Michel,00:45.352
336,11,4,Jeroen,01:02.299
336,11,4,Jeroen,01:07.074
336,11,4,Jeroen,00:43.384
336,11,4,Jeroen,00:43.297
336,11,4,Jeroen,00:42.722
336,11,4,Jeroen,00:42.711
336,11,4,Jeroen,00:42.160
336,11,4,Jeroen,00:47.780
336,11,4,Jeroen,00:42.842
336,11,4,Jeroen,00:42.843
336,11,4,Jeroen,00:42.676
336,11,4,Jeroen,00:42.886
336,11,19,Lathouwers,00:58.243
336,11,19,Lathouwers,01:10.087
336,11,19,Lathouwers,00:42.718
336,11,19,Lathouwers,00:44.604
336,11,19,Lathouwers,00:41.337
336,11,19,Lathouwers,00:41.530
336,11,19,Lathouwers,00:41.964
336,11,19,Lathouwers,00:45.708
336,11,19,Lathouwers,00:42.320
336,11,19,Lathouwers,00:42.551
336,11,19,Lathouwers,00:42.565
336,11,19,Lathouwers,00:42.706
336,11,11,Eddy,00:55.086
336,11,11,Eddy,00:44.367
336,11,11,Eddy,00:49.269
336,11,11,Eddy,00:43.316
336,11,11,Eddy,00:41.774
336,11,11,Eddy,00:41.569
336,11,11,Eddy,00:41.955
336,11,11,Eddy,00:42.346
336,11,11,Eddy,00:42.434
336,11,11,Eddy,00:41.837
336,11,11,Eddy,00:42.247
336,11,11,Eddy,00:41.990
336,11,11,Eddy,00:41.791
336,11,20,Ewout,00:53.267
336,11,20,Ewout,00:44.673
336,11,20,Ewout,00:42.423
336,11,20,Ewout,00:46.742
336,11,20,Ewout,00:41.316
336,11,20,Ewout,00:41.716
336,11,20,Ewout,00:42.605
336,11,20,Ewout,00:40.960
336,11,20,Ewout,00:41.674
336,11,20,Ewout,00:42.351
336,11,20,Ewout,00:42.151
336,11,20,Ewout,00:42.626
336,11,20,Ewout,00:41.586
336,11,17,Mirjam,01:05.051
336,11,17,Mirjam,00:44.014
336,11,17,Mirjam,00:42.655
336,11,17,Mirjam,00:42.855
336,11,17,Mirjam,00:43.298
336,11,17,Mirjam,00:44.297
336,11,17,Mirjam,00:43.008
336,11,17,Mirjam,00:46.232
336,11,17,Mirjam,00:45.751
336,11,17,Mirjam,00:43.122
336,11,17,Mirjam,00:42.408
336,11,17,Mirjam,00:43.099
336,11,5,Edwin,00:49.260
336,11,5,Edwin,00:42.129
336,11,5,Edwin,00:43.951
336,11,5,Edwin,00:41.813
336,11,5,Edwin,00:41.667
336,11,5,Edwin,00:43.256
336,11,5,Edwin,00:41.824
336,11,5,Edwin,00:41.732
336,11,5,Edwin,00:41.395
336,11,5,Edwin,00:42.435
336,11,5,Edwin,00:42.371
336,11,5,Edwin,00:42.330
336,11,5,Edwin,00:41.743
337,10,18,Monique,01:15.690
337,10,18,Monique,00:51.419
337,10,18,Monique,00:50.786
337,10,18,Monique,00:45.985
337,10,18,Monique,00:46.438
337,10,18,Monique,00:45.389
337,10,18,Monique,00:45.538
337,10,18,Monique,00:46.176
337,10,18,Monique,00:54.303
337,10,18,Monique,00:55.423
337,10,18,Monique,00:45.979
337,10,6,Marit,01:19.955
337,10,6,Marit,00:47.174
337,10,6,Marit,00:52.337
337,10,6,Marit,01:06.521
337,10,6,Marit,00:45.461
337,10,6,Marit,00:44.323
337,10,6,Marit,00:45.018
337,10,6,Marit,00:46.203
337,10,6,Marit,01:03.297
337,10,6,Marit,00:43.880
337,10,6,Marit,00:53.703
337,10,4,Robert-Jan,01:13.066
337,10,4,Robert-Jan,01:03.119
337,10,4,Robert-Jan,00:46.139
337,10,4,Robert-Jan,00:45.107
337,10,4,Robert-Jan,00:45.263
337,10,4,Robert-Jan,00:46.694
337,10,4,Robert-Jan,00:46.104
337,10,4,Robert-Jan,00:44.446
337,10,4,Robert-Jan,00:51.464
337,10,4,Robert-Jan,00:46.699
337,10,4,Robert-Jan,00:47.576
337,10,10,Jessie,01:11.531
337,10,10,Jessie,00:48.420
337,10,10,Jessie,00:49.978
337,10,10,Jessie,00:45.283
337,10,10,Jessie,00:45.909
337,10,10,Jessie,00:45.784
337,10,10,Jessie,00:45.092
337,10,10,Jessie,00:45.976
337,10,10,Jessie,00:49.747
337,10,10,Jessie,00:44.678
337,10,10,Jessie,00:43.498
337,10,10,Jessie,00:47.809
337,10,19,Niels,01:09.475
337,10,19,Niels,00:48.460
337,10,19,Niels,00:47.845
337,10,19,Niels,00:45.934
337,10,19,Niels,00:46.406
337,10,19,Niels,00:47.535
337,10,19,Niels,00:44.095
337,10,19,Niels,01:41.553
337,10,19,Niels,00:46.481
337,10,19,Niels,00:43.911
337,10,17,Katja,01:06.270
337,10,17,Katja,01:11.638
337,10,17,Katja,00:54.029
337,10,17,Katja,00:52.741
337,10,17,Katja,00:45.973
337,10,17,Katja,00:45.074
337,10,17,Katja,00:44.470
337,10,17,Katja,00:45.178
337,10,17,Katja,00:46.212
337,10,17,Katja,00:42.295
337,10,17,Katja,00:46.744
337,10,1,Bensu,00:57.639
337,10,1,Bensu,00:52.259
337,10,1,Bensu,00:47.960
337,10,1,Bensu,00:45.455
337,10,1,Bensu,00:46.011
337,10,1,Bensu,00:45.005
337,10,1,Bensu,00:45.544
337,10,1,Bensu,00:45.120
337,10,1,Bensu,00:47.178
337,10,1,Bensu,00:44.527
337,10,1,Bensu,00:44.295
337,10,1,Bensu,00:50.994
337,10,20,Lars,01:01.991
337,10,20,Lars,00:52.567
337,10,20,Lars,00:46.194
337,10,20,Lars,00:46.003
337,10,20,Lars,00:45.821
337,10,20,Lars,00:45.912
337,10,20,Lars,00:44.272
337,10,20,Lars,00:44.700
337,10,20,Lars,00:48.125
337,10,20,Lars,01:02.988
337,10,11,Lisa,00:58.433
337,10,11,Lisa,01:06.385
337,10,11,Lisa,00:47.125
337,10,11,Lisa,00:46.991
337,10,11,Lisa,00:46.617
337,10,11,Lisa,00:45.712
337,10,11,Lisa,00:45.629
337,10,11,Lisa,00:45.939
337,10,11,Lisa,00:50.065
337,10,11,Lisa,00:45.611
337,10,11,Lisa,00:46.253
340,2,5,Dennis,00:54.360
340,2,5,Dennis,00:40.130
340,2,5,Dennis,00:39.405
340,2,5,Dennis,00:39.475
340,2,5,Dennis,00:39.516
340,2,5,Dennis,00:42.205
340,2,5,Dennis,00:39.501
340,2,5,Dennis,00:39.519
340,2,5,Dennis,00:39.756
340,2,5,Dennis,00:39.066
340,2,5,Dennis,00:39.598
340,2,5,Dennis,00:39.721
340,2,5,Dennis,00:39.469
340,2,12,VIENNA,00:57.189
340,2,12,VIENNA,00:49.387
340,2,12,VIENNA,00:51.054
340,2,12,VIENNA,00:51.098
340,2,12,VIENNA,00:48.621
340,2,12,VIENNA,00:47.595
340,2,12,VIENNA,00:48.127
340,2,12,VIENNA,00:49.332
340,2,12,VIENNA,00:47.500
340,2,12,VIENNA,00:48.567
340,2,12,VIENNA,00:47.435
341,2,11,ZANZAN,00:59.911
341,2,11,ZANZAN,01:06.727
341,2,11,ZANZAN,00:44.180
341,2,11,ZANZAN,00:46.267
341,2,11,ZANZAN,00:48.486
341,2,11,ZANZAN,00:47.008
341,2,11,ZANZAN,00:58.150
341,2,11,ZANZAN,01:13.241
341,2,11,ZANZAN,01:35.141
341,2,11,ZANZAN,00:48.036
341,2,17,Mathijs,01:01.771
341,2,17,Mathijs,00:44.589
341,2,17,Mathijs,00:44.110
341,2,17,Mathijs,00:43.689
341,2,17,Mathijs,00:43.763
341,2,17,Mathijs,00:42.654
341,2,17,Mathijs,00:43.414
341,2,17,Mathijs,00:43.936
341,2,17,Mathijs,01:19.034
341,2,17,Mathijs,01:28.395
341,2,17,Mathijs,00:43.055
342,1,12,metehan,00:47.509
342,1,12,metehan,00:45.407
342,1,12,metehan,00:45.166
342,1,12,metehan,00:46.050
342,1,12,metehan,00:45.122
342,1,12,metehan,00:46.006
342,1,12,metehan,00:46.076
342,1,12,metehan,00:44.233
342,1,12,metehan,00:44.863
342,1,12,metehan,00:46.257
342,1,12,metehan,01:18.010
342,1,12,metehan,00:47.041
343,3,5,Dennis,00:41.427
343,3,5,Dennis,00:39.341
343,3,5,Dennis,00:40.182
343,3,5,Dennis,00:39.446
343,3,5,Dennis,00:39.066
343,3,5,Dennis,00:39.692
343,3,5,Dennis,00:39.712
343,3,5,Dennis,00:39.110
343,3,5,Dennis,00:39.621
343,3,5,Dennis,00:39.011
343,3,5,Dennis,00:39.092
343,3,5,Dennis,00:38.996
343,3,5,Dennis,00:40.206
343,3,5,Dennis,00:39.212
343,3,17,VIENNA,01:00.954
343,3,17,VIENNA,00:45.774
343,3,17,VIENNA,00:45.132
343,3,17,VIENNA,00:44.604
343,3,17,VIENNA,00:45.659
343,3,17,VIENNA,00:46.160
343,3,17,VIENNA,00:46.156
343,3,17,VIENNA,00:46.497
343,3,17,VIENNA,00:44.714
343,3,17,VIENNA,00:48.708
343,3,17,VIENNA,00:44.299
343,3,17,VIENNA,00:45.230
343,3,11,bakoukou,00:44.019
343,3,11,bakoukou,00:40.973
343,3,11,bakoukou,02:04.372
343,3,11,bakoukou,00:41.110
343,3,11,bakoukou,04:45.523
343,3,11,bakoukou,00:40.705
344,1,5,metehan,00:44.314
344,1,5,metehan,00:44.507
344,1,5,metehan,00:44.934
344,1,5,metehan,00:42.823
344,1,5,metehan,00:42.275
344,1,5,metehan,00:43.028
344,1,5,metehan,00:43.169
344,1,5,metehan,00:42.730
344,1,5,metehan,00:43.584
344,1,5,metehan,00:42.216
344,1,5,metehan,00:42.844
344,1,5,metehan,00:41.290
344,1,5,metehan,00:42.745
345,2,5,Dennis,00:44.238
345,2,5,Dennis,00:40.129
345,2,5,Dennis,00:43.239
345,2,5,Dennis,00:39.785
345,2,5,Dennis,00:39.467
345,2,5,Dennis,00:39.554
345,2,5,Dennis,00:39.423
345,2,5,Dennis,00:39.592
345,2,5,Dennis,00:39.125
345,2,5,Dennis,00:40.281
345,2,5,Dennis,00:39.785
345,2,5,Dennis,00:38.740
345,2,5,Dennis,00:39.013
345,2,5,Dennis,00:38.985
345,2,12,VIENNA,00:51.122
345,2,12,VIENNA,00:45.991
345,2,12,VIENNA,00:44.993
345,2,12,VIENNA,00:44.810
345,2,12,VIENNA,00:44.596
345,2,12,VIENNA,00:47.556
345,2,12,VIENNA,00:43.665
345,2,12,VIENNA,00:43.075
345,2,12,VIENNA,00:45.503
345,2,12,VIENNA,00:43.966
345,2,12,VIENNA,00:43.957
345,2,12,VIENNA,00:44.775
345,2,12,VIENNA,00:44.398
372,1,11,Test kart #11,01:23.549
372 - Restarted,1,11,Test kart #11,00:44.004
374,7,12,tj,00:49.053
374,7,12,tj,00:48.408
374,7,12,tj,00:43.664
374,7,12,tj,00:45.591
374,7,12,tj,00:45.268
374,7,12,tj,00:42.223
374,7,12,tj,00:44.990
374,7,12,tj,00:47.974
374,7,12,tj,00:43.466
374,7,12,tj,00:43.833
374,7,12,tj,00:42.427
374,7,12,tj,00:43.313
374,7,12,tj,00:43.081
374,7,5,CONTRATS,00:50.198
374,7,5,CONTRATS,00:47.335
374,7,5,CONTRATS,00:42.590
374,7,5,CONTRATS,01:09.150
374,7,5,CONTRATS,00:42.245
374,7,5,CONTRATS,00:41.374
374,7,5,CONTRATS,00:47.633
374,7,5,CONTRATS,00:43.180
374,7,5,CONTRATS,00:41.751
374,7,5,CONTRATS,00:41.459
374,7,5,CONTRATS,00:42.076
374,7,5,CONTRATS,00:46.245
374,7,20,chugachuga,00:50.178
374,7,20,chugachuga,00:45.658
374,7,20,chugachuga,00:44.712
374,7,20,chugachuga,00:45.243
374,7,20,chugachuga,00:46.124
374,7,20,chugachuga,00:43.397
374,7,20,chugachuga,00:44.551
374,7,20,chugachuga,00:47.968
374,7,20,chugachuga,00:43.445
374,7,20,chugachuga,00:44.866
374,7,20,chugachuga,00:46.486
374,7,20,chugachuga,00:46.711
374,7,15,andrew,01:03.877
374,7,15,andrew,00:56.894
374,7,15,andrew,00:55.416
374,7,15,andrew,00:54.570
374,7,15,andrew,00:52.472
374,7,15,andrew,00:56.844
374,7,15,andrew,00:55.948
374,7,15,andrew,00:50.017
374,7,15,andrew,00:47.679
374,7,15,andrew,00:56.126
374,7,10,SassyPants,00:55.813
374,7,10,SassyPants,00:47.573
374,7,10,SassyPants,00:46.562
374,7,10,SassyPants,00:45.763
374,7,10,SassyPants,00:44.544
374,7,10,SassyPants,00:43.851
374,7,10,SassyPants,00:46.995
374,7,10,SassyPants,00:52.122
374,7,10,SassyPants,00:44.751
374,7,10,SassyPants,00:44.410
374,7,10,SassyPants,00:44.556
374,7,10,SassyPants,00:47.815
374,7,19,HEALY,00:55.883
374,7,19,HEALY,00:51.893
374,7,19,HEALY,00:46.840
374,7,19,HEALY,00:48.631
374,7,19,HEALY,00:48.224
374,7,19,HEALY,00:45.788
374,7,19,HEALY,01:05.759
374,7,19,HEALY,00:46.454
374,7,19,HEALY,00:44.941
374,7,19,HEALY,00:45.004
374,7,19,HEALY,00:46.993
374,7,19,HEALY,00:44.683
374,7,18,Blair,01:02.099
374,7,18,Blair,00:49.787
374,7,18,Blair,00:46.727
374,7,18,Blair,00:51.869
374,7,18,Blair,00:44.835
374,7,18,Blair,00:44.169
374,7,18,Blair,00:47.826
374,7,18,Blair,00:50.098
374,7,18,Blair,00:44.156
374,7,18,Blair,00:44.092
374,7,18,Blair,00:44.345
374,7,18,Blair,00:45.397
377,7,10,tj,00:47.812
377,7,10,tj,00:44.526
377,7,10,tj,00:42.572
377,7,10,tj,00:42.839
377,7,10,tj,00:43.904
377,7,10,tj,00:45.237
377,7,10,tj,00:41.746
377,7,10,tj,00:42.586
377,7,10,tj,00:41.591
377,7,10,tj,00:41.569
377,7,10,tj,00:42.000
377,7,10,tj,00:42.929
377,7,20,CONTRATS,00:47.079
377,7,20,CONTRATS,00:43.660
377,7,20,CONTRATS,00:42.714
377,7,20,CONTRATS,00:44.088
377,7,20,CONTRATS,00:44.074
377,7,20,CONTRATS,00:44.031
377,7,20,CONTRATS,00:41.759
377,7,20,CONTRATS,00:43.832
377,7,20,CONTRATS,00:41.302
377,7,20,CONTRATS,00:41.609
377,7,20,CONTRATS,00:41.432
377,7,20,CONTRATS,00:42.318
377,7,18,chugachuga,00:49.019
377,7,18,chugachuga,00:44.408
377,7,18,chugachuga,00:43.725
377,7,18,chugachuga,00:42.968
377,7,18,chugachuga,00:46.137
377,7,18,chugachuga,00:43.734
377,7,18,chugachuga,00:43.567
377,7,18,chugachuga,00:43.887
377,7,18,chugachuga,00:43.639
377,7,18,chugachuga,00:44.401
377,7,18,chugachuga,00:44.349
377,7,18,chugachuga,00:44.040
377,7,15,andrew,00:56.048
377,7,15,andrew,00:49.130
377,7,15,andrew,00:45.627
377,7,15,andrew,01:25.040
377,7,15,andrew,00:45.545
377,7,15,andrew,00:45.541
377,7,15,andrew,00:44.821
377,7,15,andrew,00:45.459
377,7,15,andrew,00:44.292
377,7,15,andrew,00:47.007
377,7,12,SassyPants,00:55.484
377,7,12,SassyPants,00:46.223
377,7,12,SassyPants,00:46.316
377,7,12,SassyPants,00:44.124
377,7,12,SassyPants,00:50.864
377,7,12,SassyPants,00:43.052
377,7,12,SassyPants,00:44.108
377,7,12,SassyPants,00:43.165
377,7,12,SassyPants,00:44.259
377,7,12,SassyPants,00:45.185
377,7,12,SassyPants,00:46.899
377,7,2,HEALY,01:04.699
377,7,2,HEALY,00:45.050
377,7,2,HEALY,00:43.218
377,7,2,HEALY,00:43.586
377,7,2,HEALY,00:44.016
377,7,2,HEALY,00:43.074
377,7,2,HEALY,00:42.967
377,7,2,HEALY,00:43.687
377,7,2,HEALY,00:43.786
377,7,2,HEALY,00:44.240
377,7,2,HEALY,00:44.343
377,7,2,HEALY,00:45.257
377,7,17,Blair,01:19.124
377,7,17,Blair,00:45.429
377,7,17,Blair,00:43.755
377,7,17,Blair,00:44.455
377,7,17,Blair,00:48.591
377,7,17,Blair,00:42.888
377,7,17,Blair,00:42.372
377,7,17,Blair,00:42.641
377,7,17,Blair,00:43.085
377,7,17,Blair,00:43.057
377,7,17,Blair,00:42.142
380,7,10,tj,00:45.908
380,7,10,tj,00:43.139
380,7,10,tj,00:43.226
380,7,10,tj,00:42.585
380,7,10,tj,00:41.533
380,7,10,tj,00:42.160
380,7,10,tj,00:42.067
380,7,10,tj,00:41.942
380,7,10,tj,00:41.445
380,7,10,tj,00:42.245
380,7,10,tj,00:46.068
380,7,10,tj,00:42.307
380,7,10,tj,00:44.315
380,7,20,CONTRATS,00:45.098
380,7,20,CONTRATS,00:43.826
380,7,20,CONTRATS,00:41.487
380,7,20,CONTRATS,00:41.628
380,7,20,CONTRATS,00:41.924
380,7,20,CONTRATS,00:41.931
380,7,20,CONTRATS,00:41.924
380,7,20,CONTRATS,00:42.284
380,7,20,CONTRATS,02:06.618
380,7,20,CONTRATS,00:44.283
380,7,20,CONTRATS,00:43.587
380,7,18,chugachuga,00:47.629
380,7,18,chugachuga,00:44.282
380,7,18,chugachuga,00:43.093
380,7,18,chugachuga,00:44.468
380,7,18,chugachuga,00:42.972
380,7,18,chugachuga,00:42.806
380,7,18,chugachuga,00:43.240
380,7,18,chugachuga,00:43.746
380,7,18,chugachuga,00:44.400
380,7,18,chugachuga,00:42.907
380,7,18,chugachuga,00:43.763
380,7,18,chugachuga,00:43.451
380,7,18,chugachuga,00:44.781
380,7,15,andrew,00:47.247
380,7,15,andrew,00:44.919
380,7,15,andrew,00:43.301
380,7,15,andrew,00:45.127
380,7,15,andrew,00:43.931
380,7,15,andrew,00:44.856
380,7,15,andrew,00:44.854
380,7,15,andrew,00:45.586
380,7,15,andrew,00:46.940
380,7,15,andrew,00:44.034
380,7,15,andrew,00:45.286
380,7,15,andrew,00:43.204
380,7,15,andrew,00:43.686
380,7,19,SassyPants,00:49.757
380,7,19,SassyPants,00:43.624
380,7,19,SassyPants,00:42.957
380,7,19,SassyPants,00:41.839
380,7,19,SassyPants,00:43.112
380,7,19,SassyPants,00:43.343
380,7,19,SassyPants,00:45.508
380,7,19,SassyPants,01:09.855
380,7,19,SassyPants,00:43.290
380,7,19,SassyPants,00:49.603
380,7,19,SassyPants,00:46.907
380,7,19,SassyPants,00:51.109
380,7,5,HEALY,00:48.019
380,7,5,HEALY,00:43.799
380,7,5,HEALY,00:41.965
380,7,5,HEALY,00:41.275
380,7,5,HEALY,00:41.628
380,7,5,HEALY,00:41.982
380,7,5,HEALY,00:41.608
380,7,5,HEALY,00:41.640
380,7,5,HEALY,00:42.514
380,7,5,HEALY,00:42.204
380,7,5,HEALY,00:46.050
380,7,5,HEALY,00:41.812
380,7,5,HEALY,00:42.605
380,7,17,Blair,00:46.479
380,7,17,Blair,00:43.324
380,7,17,Blair,00:43.278
380,7,17,Blair,00:42.024
